Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
cetoddle,ice,"thick-fat, snow-cloak, sheer-force",12,450,67,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
cetitan,ice,"thick-fat, slush-rush, sheer-force",45,7000,182,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
veluza,"water, psychic","mold-breaker, sharpness",25,900,167,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
dondozo,water,"unaware, oblivious, water-veil",120,2200,265,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
tatsugiri-curly,"dragon, water","commander, storm-drain",3,80,166,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
annihilape,"fighting, ghost","vital-spirit, inner-focus, defiant",12,560,268,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
clodsire,"poison, ground","poison-point, water-absorb, unaware",18,2230,151,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
farigiraf,"normal, psychic","cud-chew, armor-tail, sap-sipper",32,1600,260,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
dudunsparce-two-segment,normal,"serene-grace, run-away, rattled",36,392,182,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
kingambit,"dark, steel","defiant, supreme-overlord, pressure",20,1200,275,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
great-tusk,"ground, fighting",protosynthesis,22,3200,285,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
scream-tail,"fairy, psychic",protosynthesis,12,80,285,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
brute-bonnet,"grass, dark",protosynthesis,12,210,285,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
flutter-mane,"ghost, fairy",protosynthesis,14,40,285,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
slither-wing,"bug, fighting",protosynthesis,32,920,285,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
sandy-shocks,"electric, ground",protosynthesis,23,600,285,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
iron-treads,"ground, steel",quark-drive,9,2400,285,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
iron-bundle,"ice, water",quark-drive,6,110,285,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
iron-hands,"fighting, electric",quark-drive,18,3807,285,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
iron-jugulis,"dark, flying",quark-drive,13,1110,285,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
iron-moth,"fire, poison",quark-drive,12,360,285,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
iron-thorns,"rock, electric",quark-drive,16,3030,285,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.
frigibax,"dragon, ice","thermal-exchange, ice-body",5,170,64,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores."
arctibax,"dragon, ice","thermal-exchange, ice-body",8,300,148,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice."
baxcalibur,"dragon, ice","thermal-exchange, ice-body",21,2100,300,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.
gimmighoul,ghost,rattled,3,50,60,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure."
gholdengo,"steel, ghost",good-as-gold,12,300,275,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody."
wo-chien,"dark, grass",tablets-of-ruin,15,742,285,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.
chien-pao,"dark, ice",sword-of-ruin,19,1522,285,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.
ting-lu,"dark, ground",vessel-of-ruin,27,6997,285,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.
chi-yu,"dark, fire",beads-of-ruin,4,49,285,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand."
roaring-moon,"dragon, dark",protosynthesis,20,3800,295,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.
iron-valiant,"fairy, fighting",quark-drive,14,350,295,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.
koraidon,"fighting, dragon",orichalcum-pulse,25,3030,335,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.
miraidon,"electric, dragon",hadron-engine,35,2400,335,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful."
walking-wake,"water, dragon",protosynthesis,35,2800,295,This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal.
iron-leaves,"grass, psychic",quark-drive,15,1250,295,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.
dipplin,"grass, dragon","supersweet-syrup, gluttony, sticky-hold",4,97,170,Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place.
poltchageist,"grass, ghost","hospitality, heatproof",1,11,62,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon."
sinistcha,"grass, ghost","hospitality, heatproof",2,22,178,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
okidogi,"poison, fighting","toxic-chain, guard-dog",18,922,278,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique."
munkidori,"poison, psychic","toxic-chain, frisk",10,122,278,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the Pokémon's psychic powers to bloom.
fezandipiti,"poison, fairy","toxic-chain, technician",14,301,278,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.
ogerpon,grass,defiant,12,398,275,This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.
archaludon,"steel, dragon","stamina, sturdy, stalwart",20,600,300,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.
hydrapple,"grass, dragon","supersweet-syrup, regenerator, sticky-hold",18,930,270,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.
gouging-fire,"fire, dragon",protosynthesis,35,5900,295,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.
raging-bolt,"electric, dragon",protosynthesis,52,4800,295,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.
iron-boulder,"rock, psychic",quark-drive,15,1625,295,It resembles a Pokémon described in a dubious magazine as a Terrakion that had been modified by an evil organization.
iron-crown,"steel, psychic",quark-drive,16,1560,295,It resembles a mysterious object introduced in a paranormal magazine as a cutting-edge weapon shaped like a Cobalion.
terapagos,normal,tera-shift,2,65,90,Terapagos protects itself using its power to transform energy into hard crystals. This Pokémon is the source of the Terastal phenomenon.
pecharunt,"poison, ghost",poison-puppeteer,3,3,300,"It feeds others toxic mochi that draw out desires and capabilities. Those who eat the mochi fall under Pecharunt’s control, chained to its will."
